hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults
Resort Hotel - Delhi,0,0,2024,June,25,18,0,1,1
Resort Hotel - Bhopal,0,1,2024,March,13,31,0,1,1
Resort Hotel - Mumbai,0,2,2024,January,5,29,0,2,1
Resort Hotel - Delhi,0,3,2024,April,14,4,0,2,1
Resort Hotel - Chennai,0,4,2024,June,24,15,0,3,1
Resort Hotel - Hyderabad,0,1,2024,February,8,20,1,0,1
Resort Hotel - Mumbai,0,1,2024,March,12,21,1,1,1
Resort Hotel - Jaipur,0,1,2024,November,48,30,0,1,1
Resort Hotel - Hyderabad,0,1,2024,August,32,8,0,1,1
Resort Hotel - Mumbai,0,9,2024,April,14,3,0,2,2
Resort Hotel - Chandigarh,0,18,2024,April,17,24,0,2,2
Resort Hotel - Kolkata,0,3,2024,December,49,8,0,1,2
Resort Hotel - Mumbai,0,1,2024,March,12,20,0,2,2
Resort Hotel - Hyderabad,0,12,2024,May,22,28,0,1,2
Resort Hotel - Jaipur,0,12,2024,July,29,17,0,1,2
Resort Hotel - Pune,0,0,2024,June,24,14,0,1,2
Resort Hotel - Delhi,0,7,2024,January,1,4,0,2,2
Resort Hotel - Mumbai,0,27,2024,March,9,1,0,2,2
Resort Hotel - Hyderabad,0,24,2024,February,8,21,0,2,2
Resort Hotel - Lucknow,0,7,2024,September,36,6,0,2,2
Resort Hotel - Kochi,0,10,2024,April,17,22,0,2,2
Resort Hotel - Goa,0,9,2024,April,16,20,0,3,2
Resort Hotel - Bangalore,0,3,2024,August,32,6,0,2,2
Resort Hotel - Pune,0,13,2024,February,7,17,0,2,2
Resort Hotel - Pune,0,7,2024,June,24,14,0,2,2
Resort Hotel - Mumbai,0,18,2024,April,17,25,0,1,2
Resort Hotel - Kolkata,0,12,2024,December,50,10,0,1,2
Resort Hotel - Lucknow,0,4,2024,February,8,25,0,1,2
Resort Hotel - Kochi,0,0,2024,September,38,18,1,5,2
Resort Hotel - Bhopal,0,2,2024,June,24,16,0,1,2
Resort Hotel - Ahmedabad,0,31,2024,July,29,18,0,1,2
Resort Hotel - Indore,0,4,2024,February,8,20,0,1,2
Resort Hotel - Indore,0,3,2024,April,17,26,0,2,2
Resort Hotel - Chennai,0,14,2024,June,23,4,0,2,2
Resort Hotel - Kochi,0,10,2024,March,10,5,0,1,2
Resort Hotel - Bangalore,0,2,2024,August,32,6,0,1,2
Resort Hotel - Lucknow,0,0,2024,September,39,29,0,1,2
Resort Hotel - Pune,0,3,2024,October,42,17,0,1,2
Resort Hotel - Indore,0,0,2024,May,22,31,0,5,2
Resort Hotel - Jaipur,0,1,2024,January,1,4,0,3,2
Resort Hotel - Bangalore,0,4,2024,January,3,18,0,1,2
Resort Hotel - Ahmedabad,0,61,2024,December,51,18,2,8,2
Resort Hotel - Hyderabad,0,19,2024,January,2,8,0,1,2
Resort Hotel - Kolkata,0,2,2024,November,45,5,0,2,2
Resort Hotel - Hyderabad,0,9,2024,October,41,11,0,1,2
Resort Hotel - Bhopal,0,31,2024,June,23,7,0,2,2
Resort Hotel - Ahmedabad,0,2,2024,August,34,20,0,2,2
Resort Hotel - Lucknow,0,3,2024,May,20,18,0,2,2
Resort Hotel - Goa,0,2,2024,April,16,19,0,2,2
Resort Hotel - Chennai,0,28,2024,November,47,24,0,2,2
Resort Hotel - Bangalore,0,3,2024,July,27,1,0,1,2
Resort Hotel - Ahmedabad,0,8,2024,March,13,30,0,1,2
Resort Hotel - Kolkata,0,16,2024,October,44,30,0,2,2
Resort Hotel - Chandigarh,0,16,2024,July,29,15,0,2,2
Resort Hotel - Bhopal,0,40,2024,July,27,5,0,1,2
Resort Hotel - Kochi,0,10,2024,June,23,9,0,2,2
Resort Hotel - Indore,0,49,2024,June,23,8,0,1,2
Resort Hotel - Kochi,0,17,2024,April,15,8,0,2,2
Resort Hotel - Hyderabad,0,2,2024,June,22,1,0,1,2
Resort Hotel - Bhopal,0,1,2024,October,43,27,0,1,2
Resort Hotel - Mumbai,0,0,2024,November,44,1,0,1,2
Resort Hotel - Bangalore,0,39,2024,February,6,11,0,1,2
Resort Hotel - Jaipur,0,39,2024,August,35,26,0,1,2
Resort Hotel - Indore,0,1,2024,July,29,19,0,1,2
Resort Hotel - Goa,0,39,2024,May,19,7,0,1,2
Resort Hotel - Jaipur,0,4,2024,February,7,16,0,1,2
Resort Hotel - Pune,0,1,2024,July,27,2,0,1,2
Resort Hotel - Jaipur,0,0,2024,June,24,10,0,2,2
Resort Hotel - Bhopal,0,25,2024,February,6,9,0,1,2
Resort Hotel - Kolkata,0,23,2024,January,5,30,4,10,2
Resort Hotel - Pune,0,10,2024,July,28,11,0,1,2
Resort Hotel - Kochi,0,0,2024,December,49,6,0,1,2
Resort Hotel - Bangalore,0,16,2024,July,28,10,0,1,2
Resort Hotel - Ahmedabad,0,8,2024,April,17,26,0,1,2
Resort Hotel - Ahmedabad,0,0,2024,November,47,20,0,2,2
Resort Hotel - Bangalore,0,1,2024,January,5,31,0,2,2
Resort Hotel - Indore,0,10,2024,August,31,4,1,3,1
Resort Hotel - Chandigarh,0,43,2024,May,22,29,1,3,2
Resort Hotel - Hyderabad,0,23,2024,November,44,2,1,3,2
Resort Hotel - Mumbai,0,10,2024,May,19,7,1,2,2
Resort Hotel - Chennai,0,18,2024,October,41,7,1,0,2
Resort Hotel - Lucknow,0,0,2024,November,45,7,1,0,2
Resort Hotel - Kochi,0,11,2024,March,11,12,1,2,2
Resort Hotel - Chennai,0,23,2024,July,28,12,1,2,2
Resort Hotel - Mumbai,0,29,2024,March,13,29,1,3,2
Resort Hotel - Hyderabad,0,5,2024,June,23,5,1,0,2
Resort Hotel - Kochi,0,61,2024,November,48,30,1,3,2
Resort Hotel - Kolkata,0,1,2024,September,38,17,1,1,2
Resort Hotel - Delhi,0,10,2024,February,8,24,1,2,2
Resort Hotel - Ahmedabad,0,2,2024,May,22,29,1,1,2
Resort Hotel - Indore,0,1,2024,August,32,5,1,1,2
Resort Hotel - Jaipur,0,16,2024,November,45,6,4,10,2
Resort Hotel - Bangalore,0,32,2024,October,40,4,2,5,2
Resort Hotel - Jaipur,0,0,2024,January,2,11,1,1,2
Resort Hotel - Chennai,0,87,2024,April,15,14,1,5,2
Resort Hotel - Jaipur,0,3,2024,November,45,7,1,1,2
Resort Hotel - Goa,0,0,2024,August,34,21,1,0,2
Resort Hotel - Goa,0,4,2024,September,39,28,1,1,2
Resort Hotel - Jaipur,0,4,2024,April,18,30,1,0,2
Resort Hotel - Indore,0,4,2024,April,16,18,1,1,2
Resort Hotel - Bhopal,0,13,2024,December,49,2,1,4,2
Resort Hotel - Lucknow,0,3,2024,June,25,19,1,1,2
Resort Hotel - Jaipur,0,3,2024,May,21,26,1,1,2
Resort Hotel - Delhi,0,3,2024,April,18,30,1,0,2
Resort Hotel - Indore,0,13,2024,September,40,30,1,0,2
Resort Hotel - Delhi,0,3,2024,January,4,27,1,1,2
Resort Hotel - Mumbai,0,40,2024,February,9,29,1,0,2
Resort Hotel - Delhi,0,37,2024,April,15,10,1,4,2
Resort Hotel - Chennai,0,16,2024,May,18,1,1,0,2
Resort Hotel - Chennai,0,3,2024,June,24,15,1,0,2
Resort Hotel - Lucknow,0,18,2024,April,15,10,1,0,2
Resort Hotel - Chandigarh,0,3,2024,April,17,25,1,1,2
Resort Hotel - Kochi,0,30,2024,August,34,21,1,1,2
Resort Hotel - Bangalore,0,123,2024,September,38,20,2,2,2
Resort Hotel - Bangalore,0,4,2024,January,3,19,1,0,2
Resort Hotel - Pune,0,5,2024,February,8,24,1,0,2
Resort Hotel - Mumbai,0,0,2024,August,35,30,1,0,2
Resort Hotel - Delhi,0,7,2024,January,2,8,1,0,1
Resort Hotel - Jaipur,0,0,2024,May,20,16,1,0,2
Resort Hotel - Jaipur,0,9,2024,August,35,28,2,1,2
Resort Hotel - Hyderabad,0,0,2024,June,24,10,1,0,2
Resort Hotel - Bangalore,0,0,2024,September,37,11,2,2,1
Resort Hotel - Lucknow,0,26,2024,November,47,21,2,5,2
Resort Hotel - Jaipur,0,1,2024,October,43,21,2,0,2
Resort Hotel - Goa,0,1,2024,February,9,29,2,2,2
Resort Hotel - Delhi,0,0,2024,July,30,27,1,0,1
Resort Hotel - Goa,0,3,2024,October,41,9,1,0,1
Resort Hotel - Bangalore,0,5,2024,October,44,28,2,0,2
Resort Hotel - Indore,0,50,2024,September,37,11,2,0,2
Resort Hotel - Hyderabad,0,2,2024,February,6,8,1,0,2
Resort Hotel - Chennai,0,0,2024,August,33,14,1,0,2
Resort Hotel - Jaipur,0,83,2024,October,40,3,2,5,2
Resort Hotel - Kolkata,0,20,2024,June,26,27,2,1,2
Resort Hotel - Mumbai,0,14,2024,December,49,2,4,9,1
Resort Hotel - Bangalore,0,5,2024,June,26,30,2,6,1
Resort Hotel - Kochi,0,0,2024,June,23,6,1,1,1
Resort Hotel - Goa,0,0,2024,October,43,23,0,1,1
Resort Hotel - Lucknow,0,0,2024,April,15,12,0,1,2
Resort Hotel - Goa,0,0,2024,September,38,19,0,1,2
Resort Hotel - Hyderabad,0,0,2024,May,18,5,0,1,2
Resort Hotel - Ahmedabad,0,4,2024,April,15,8,0,1,1
Resort Hotel - Chandigarh,0,10,2024,July,28,11,0,1,2
Resort Hotel - Hyderabad,0,1,2024,April,16,19,2,3,1
Resort Hotel - Kolkata,0,0,2024,October,41,9,0,1,2
Resort Hotel - Kochi,0,0,2024,June,24,15,0,1,1
Resort Hotel - Indore,0,0,2024,July,27,5,0,1,1
Resort Hotel - Pune,0,0,2024,August,31,3,1,1,2
Resort Hotel - Bangalore,0,0,2024,May,22,27,0,1,1
Resort Hotel - Kolkata,0,0,2024,May,19,7,1,1,2
Resort Hotel - Chandigarh,0,5,2024,January,1,2,0,1,1
Resort Hotel - Jaipur,0,5,2024,September,36,4,0,1,1
Resort Hotel - Ahmedabad,0,1,2024,August,32,9,0,1,1
Resort Hotel - Bangalore,0,1,2024,November,45,9,0,1,1
Resort Hotel - Lucknow,0,0,2024,July,31,30,2,2,2
Resort Hotel - Kochi,0,15,2024,March,11,15,2,3,2
Resort Hotel - Goa,0,1,2024,January,4,27,0,1,2
Resort Hotel - Delhi,0,1,2024,February,6,11,0,1,2
Resort Hotel - Mumbai,0,2,2024,November,44,3,0,1,2
Resort Hotel - Hyderabad,0,4,2024,January,4,28,0,1,2
Resort Hotel - Jaipur,0,13,2024,June,25,18,1,2,2
Resort Hotel - Delhi,0,89,2024,October,40,3,2,2,2
Resort Hotel - Lucknow,0,1,2024,August,34,21,0,1,2
Resort Hotel - Pune,0,27,2024,May,18,4,2,2,2
Resort Hotel - Chandigarh,0,40,2024,November,45,10,0,1,2
Resort Hotel - Kolkata,0,0,2024,March,11,12,0,1,1
Resort Hotel - Hyderabad,0,0,2024,August,34,25,0,1,1
Resort Hotel - Kolkata,0,3,2024,September,36,2,1,2,1
Resort Hotel - Bangalore,0,10,2024,October,43,26,1,2,1
Resort Hotel - Bangalore,1,4,2024,July,28,12,1,2,1
Resort Hotel - Goa,0,0,2024,September,36,4,0,2,1
Resort Hotel - Goa,0,31,2024,August,31,4,2,2,2
Resort Hotel - Chennai,0,31,2024,February,8,25,2,2,3
Resort Hotel - Goa,0,0,2024,November,47,23,0,1,1
Resort Hotel - Goa,0,0,2024,July,27,7,0,1,1
Resort Hotel - Goa,0,3,2024,March,9,2,0,1,1
Resort Hotel - Bhopal,0,0,2024,October,40,5,0,1,2
Resort Hotel - Ahmedabad,0,39,2024,November,46,11,2,4,2
Resort Hotel - Ahmedabad,0,18,2024,January,1,4,2,3,1
Resort Hotel - Mumbai,0,0,2024,February,6,7,0,1,2
Resort Hotel - Mumbai,0,0,2024,July,30,28,0,1,1
Resort Hotel - Ahmedabad,0,0,2024,August,35,30,0,1,2
Resort Hotel - Chennai,0,19,2024,January,3,16,2,2,2
Resort Hotel - Chandigarh,0,19,2024,May,21,22,2,2,2
Resort Hotel - Mumbai,0,0,2024,August,34,25,0,1,2
Resort Hotel - Kochi,0,12,2024,January,1,3,1,2,2
Resort Hotel - Kochi,0,28,2024,December,49,6,1,2,2
Resort Hotel - Pune,0,0,2024,January,1,2,0,1,2
Resort Hotel - Mumbai,0,28,2024,January,3,15,2,6,2
Resort Hotel - Chandigarh,0,28,2024,September,37,10,2,6,2
Resort Hotel - Bhopal,0,6,2024,June,24,10,1,2,2
Resort Hotel - Mumbai,0,28,2024,February,8,23,2,5,1
Resort Hotel - Lucknow,0,28,2024,November,47,21,2,5,2
Resort Hotel - Kolkata,0,0,2024,March,10,8,0,1,2
Resort Hotel - Pune,0,10,2024,June,24,13,1,2,2
Resort Hotel - Hyderabad,0,0,2024,February,7,13,0,1,1
Resort Hotel - Ahmedabad,0,0,2024,September,39,27,1,1,1
Resort Hotel - Kochi,0,0,2024,May,20,19,0,2,2
Resort Hotel - Ahmedabad,0,3,2024,December,50,13,2,2,2
Resort Hotel - Pune,0,1,2024,March,12,19,0,1,2
Resort Hotel - Delhi,0,7,2024,June,26,30,0,2,1
Resort Hotel - Delhi,0,0,2024,March,11,13,0,2,1
Resort Hotel - Mumbai,0,0,2024,June,24,15,0,3,2
Resort Hotel - Chandigarh,0,0,2024,July,28,13,0,1,1
Resort Hotel - Chandigarh,0,0,2024,August,33,12,0,1,1
Resort Hotel - Kochi,0,2,2024,October,41,11,0,2,1
Resort Hotel - Delhi,0,6,2024,May,22,28,0,2,1
Resort Hotel - Chennai,0,0,2024,September,36,2,1,0,1
Resort Hotel - Hyderabad,0,1,2024,December,51,20,0,1,1
Resort Hotel - Hyderabad,0,0,2024,April,15,10,0,1,1
Resort Hotel - Delhi,0,0,2024,February,6,5,0,1,1
Resort Hotel - Hyderabad,0,2,2024,October,40,5,0,1,1
Resort Hotel - Lucknow,0,2,2024,February,5,4,0,1,1
Resort Hotel - Bhopal,0,0,2024,October,40,6,0,1,1
Resort Hotel - Hyderabad,0,13,2024,April,14,7,0,1,1
Resort Hotel - Kolkata,0,7,2024,August,32,9,0,1,2
Resort Hotel - Jaipur,0,6,2024,December,51,20,0,3,1
Resort Hotel - Ahmedabad,0,6,2024,August,34,19,0,3,1
Resort Hotel - Ahmedabad,0,0,2024,March,12,22,0,1,2
Resort Hotel - Bhopal,0,8,2024,July,27,1,0,2,2
Resort Hotel - Indore,0,33,2024,August,34,20,1,3,2
Resort Hotel - Pune,0,0,2024,September,37,13,0,2,2
Resort Hotel - Chennai,0,0,2024,November,46,14,0,1,2
Resort Hotel - Chandigarh,0,0,2024,July,31,30,0,2,2
Resort Hotel - Chennai,0,1,2024,May,19,6,0,2,1
Resort Hotel - Pune,0,4,2024,February,7,15,0,1,1
Resort Hotel - Jaipur,0,1,2024,May,20,14,0,1,2
Resort Hotel - Jaipur,0,5,2024,April,15,10,1,3,1
Resort Hotel - Chandigarh,0,5,2024,December,51,18,1,3,1
Resort Hotel - Delhi,0,0,2024,August,35,29,0,3,2
Resort Hotel - Mumbai,0,0,2024,July,30,28,0,1,2
Resort Hotel - Ahmedabad,0,5,2024,August,34,25,1,3,2
Resort Hotel - Pune,0,71,2024,February,9,29,0,3,2
Resort Hotel - Kochi,0,2,2024,November,47,22,0,2,1
Resort Hotel - Bangalore,0,0,2024,August,33,15,0,1,2
Resort Hotel - Kochi,0,0,2024,December,50,13,0,1,2
Resort Hotel - Chennai,0,29,2024,October,42,16,2,3,1
Resort Hotel - Mumbai,0,0,2024,May,21,20,0,3,2
Resort Hotel - Kochi,0,39,2024,December,52,25,2,5,2
Resort Hotel - Indore,0,7,2024,April,16,16,0,3,1
Resort Hotel - Delhi,0,29,2024,June,23,7,2,5,2
Resort Hotel - Lucknow,0,11,2024,September,38,19,2,5,1
Resort Hotel - Lucknow,0,11,2024,March,11,17,2,5,2
Resort Hotel - Goa,0,42,2024,October,43,22,0,4,2
Resort Hotel - Bangalore,0,4,2024,December,51,17,4,10,1
Resort Hotel - Bhopal,0,17,2024,August,31,4,0,2,1
Resort Hotel - Ahmedabad,0,1,2024,February,7,13,0,1,2
Resort Hotel - Chandigarh,0,0,2024,February,6,9,0,1,1
Resort Hotel - Indore,0,35,2024,November,45,6,0,2,2
Resort Hotel - Mumbai,0,14,2024,November,46,14,2,5,2
Resort Hotel - Bangalore,0,14,2024,July,28,8,2,5,2
Resort Hotel - Indore,0,30,2024,June,25,19,0,3,2
Resort Hotel - Kolkata,0,6,2024,July,28,13,0,3,2
Resort Hotel - Bangalore,0,7,2024,May,19,10,0,3,1
Resort Hotel - Jaipur,0,7,2024,May,18,4,0,3,1
Resort Hotel - Bangalore,0,0,2024,June,26,27,0,1,1
Resort Hotel - Chandigarh,0,24,2024,October,43,27,2,4,2
Resort Hotel - Jaipur,0,7,2024,June,26,29,0,3,2
Resort Hotel - Kolkata,0,42,2024,December,49,5,0,4,2
Resort Hotel - Jaipur,0,24,2024,April,16,18,4,10,2
Resort Hotel - Bhopal,0,0,2024,December,49,2,0,1,2
Resort Hotel - Kolkata,0,4,2024,September,39,27,0,4,2
Resort Hotel - Kolkata,0,4,2024,May,20,13,0,4,2
Resort Hotel - Ahmedabad,0,4,2024,July,27,6,0,4,1
Resort Hotel - Lucknow,0,4,2024,September,36,6,0,4,1
Resort Hotel - Kolkata,0,0,2024,September,39,23,0,1,2
Resort Hotel - Kochi,0,6,2024,June,26,24,0,1,3
Resort Hotel - Lucknow,0,29,2024,December,1,30,2,5,2
Resort Hotel - Bangalore,0,0,2024,December,49,6,2,5,2
Resort Hotel - Ahmedabad,0,17,2024,January,1,4,0,3,2
Resort Hotel - Chandigarh,0,9,2024,March,10,10,0,1,2
Resort Hotel - Lucknow,0,0,2024,February,8,19,0,3,2
Resort Hotel - Hyderabad,0,1,2024,January,3,20,0,1,2
Resort Hotel - Chennai,0,2,2024,May,18,4,0,2,2
Resort Hotel - Hyderabad,0,1,2024,February,7,12,0,1,2
Resort Hotel - Delhi,0,5,2024,September,39,27,0,1,1
Resort Hotel - Kolkata,0,1,2024,December,49,6,0,2,2
Resort Hotel - Hyderabad,0,2,2024,November,46,13,0,1,2
Resort Hotel - Chennai,0,20,2024,June,26,30,0,5,3
Resort Hotel - Hyderabad,0,20,2024,April,14,1,0,3,2
Resort Hotel - Delhi,0,14,2024,July,30,28,0,2,2
Resort Hotel - Chandigarh,0,4,2024,June,22,2,0,2,2
Resort Hotel - Kochi,0,2,2024,April,16,16,0,1,2
Resort Hotel - Delhi,0,2,2024,December,50,13,0,1,2
Resort Hotel - Bhopal,0,3,2024,May,21,22,0,1,2
Resort Hotel - Bhopal,0,0,2024,January,3,18,0,1,2
Resort Hotel - Indore,0,26,2024,February,8,25,0,4,2
Resort Hotel - Jaipur,0,7,2024,January,3,17,0,1,3
Resort Hotel - Jaipur,0,25,2024,September,38,21,1,5,2
Resort Hotel - Indore,0,3,2024,December,50,15,0,1,1
Resort Hotel - Ahmedabad,0,9,2024,July,28,12,0,3,2
Resort Hotel - Delhi,0,1,2024,July,28,14,0,1,2
Resort Hotel - Delhi,0,1,2024,September,35,1,0,1,2
Resort Hotel - Mumbai,0,5,2024,September,35,1,0,1,2
Resort Hotel - Hyderabad,0,8,2024,December,52,28,0,1,2
Resort Hotel - Goa,0,1,2024,June,25,22,0,1,2
Resort Hotel - Pune,0,3,2024,May,21,22,0,2,2
Resort Hotel - Jaipur,0,3,2024,February,8,25,0,2,2
Resort Hotel - Delhi,0,0,2024,March,9,2,0,1,2
Resort Hotel - Bhopal,0,0,2024,July,28,14,0,1,2
Resort Hotel - Jaipur,0,1,2024,June,25,17,0,2,2
Resort Hotel - Jaipur,0,0,2024,December,50,14,0,1,2
Resort Hotel - Chennai,0,2,2024,September,38,16,0,2,2
Resort Hotel - Mumbai,0,35,2024,July,28,13,0,4,2
Resort Hotel - Lucknow,0,0,2024,January,3,20,0,1,2
Resort Hotel - Bangalore,0,0,2024,May,19,10,0,1,2
Resort Hotel - Indore,0,31,2024,June,26,30,0,3,2
Resort Hotel - Delhi,0,0,2024,December,48,1,0,5,2
Resort Hotel - Pune,0,37,2024,February,7,14,1,4,2
Resort Hotel - Chandigarh,0,26,2024,September,39,25,1,4,2
Resort Hotel - Mumbai,0,0,2024,February,7,15,1,0,2
Resort Hotel - Goa,0,0,2024,November,45,9,0,0,2
Resort Hotel - Delhi,0,2,2024,April,14,7,1,0,2
Resort Hotel - Bhopal,0,3,2024,November,46,15,0,2,1
Resort Hotel - Kochi,0,0,2024,September,40,30,1,1,2
Resort Hotel - Pune,0,42,2024,January,5,29,2,5,2
Resort Hotel - Bangalore,0,0,2024,April,16,19,2,5,2
Resort Hotel - Chennai,0,0,2024,February,8,20,2,5,2
Resort Hotel - Jaipur,0,68,2024,December,50,10,2,3,3
Resort Hotel - Goa,0,6,2024,October,43,24,2,0,1
Resort Hotel - Pune,0,5,2024,September,39,23,1,0,1
Resort Hotel - Bhopal,0,7,2024,November,47,23,0,1,1
Resort Hotel - Mumbai,0,0,2024,July,29,17,0,1,1
Resort Hotel - Ahmedabad,0,5,2024,July,28,12,2,1,1
Resort Hotel - Goa,0,4,2024,November,48,28,0,2,1
Resort Hotel - Ahmedabad,0,8,2024,June,26,26,2,2,2
Resort Hotel - Kolkata,0,3,2024,April,16,17,1,0,1
Resort Hotel - Chandigarh,0,3,2024,October,42,17,1,0,1
Resort Hotel - Bhopal,0,0,2024,July,27,6,1,0,1
Resort Hotel - Ahmedabad,0,0,2024,October,41,9,1,0,1
Resort Hotel - Bangalore,0,29,2024,August,34,25,2,1,2
Resort Hotel - Bhopal,0,3,2024,November,46,15,2,1,2
Resort Hotel - Kochi,0,29,2024,March,10,9,2,0,2
Resort Hotel - Goa,0,0,2024,April,17,26,1,0,1
Resort Hotel - Delhi,0,2,2024,March,12,23,0,0,2
Resort Hotel - Hyderabad,0,9,2024,September,36,2,2,5,2
Resort Hotel - Chennai,0,0,2024,January,3,19,0,1,1
Resort Hotel - Lucknow,0,0,2024,May,20,18,0,1,1
Resort Hotel - Kochi,0,0,2024,February,9,29,0,1,1
Resort Hotel - Pune,0,0,2024,October,42,14,0,1,2
Resort Hotel - Delhi,0,0,2024,October,44,30,0,1,1
Resort Hotel - Chandigarh,0,0,2024,December,52,29,1,1,1
Resort Hotel - Bangalore,0,16,2024,March,10,4,4,6,2
Resort Hotel - Lucknow,0,0,2024,August,35,31,0,1,1
Resort Hotel - Bhopal,0,0,2024,February,5,3,0,1,1
Resort Hotel - Jaipur,0,31,2024,October,40,4,2,3,3
Resort Hotel - Kolkata,0,24,2024,November,48,29,1,1,2
Resort Hotel - Delhi,0,24,2024,September,36,6,1,1,2
Resort Hotel - Delhi,0,1,2024,June,23,5,0,1,1
Resort Hotel - Ahmedabad,0,7,2024,March,9,1,0,1,2
Resort Hotel - Bangalore,0,39,2024,July,31,29,0,1,1
Resort Hotel - Kochi,0,2,2024,February,6,9,0,1,2
Resort Hotel - Mumbai,0,13,2024,March,11,17,1,1,2
Resort Hotel - Kochi,0,27,2024,April,14,3,6,11,2
Resort Hotel - Delhi,0,0,2024,July,30,28,0,1,1
Resort Hotel - Bangalore,0,0,2024,March,10,5,0,1,1
Resort Hotel - Chennai,0,4,2024,February,7,16,1,1,2
Resort Hotel - Kochi,0,4,2024,February,8,20,1,1,2
Resort Hotel - Hyderabad,0,0,2024,August,34,20,1,1,2
Resort Hotel - Indore,0,2,2024,May,22,28,0,3,2
Resort Hotel - Kochi,0,6,2024,March,10,4,0,1,1
Resort Hotel - Delhi,0,1,2024,December,51,17,0,1,1
Resort Hotel - Chandigarh,0,0,2024,December,51,17,0,1,2
Resort Hotel - Goa,0,13,2024,January,3,19,2,1,2
Resort Hotel - Bhopal,0,36,2024,July,30,26,2,3,2
Resort Hotel - Hyderabad,0,20,2024,March,9,2,1,2,2
Resort Hotel - Bhopal,0,29,2024,February,6,10,2,5,2
Resort Hotel - Ahmedabad,0,0,2024,May,22,31,0,1,1
Resort Hotel - Delhi,0,0,2024,February,6,7,0,1,1
Resort Hotel - Hyderabad,0,28,2024,December,50,12,2,3,2
Resort Hotel - Jaipur,0,0,2024,August,34,24,1,2,2
Resort Hotel - Indore,0,1,2024,September,39,24,0,1,1
Resort Hotel - Lucknow,0,0,2024,February,8,24,0,2,1
Resort Hotel - Chandigarh,0,0,2024,May,20,17,0,2,1
Resort Hotel - Jaipur,0,0,2024,August,34,24,0,1,1
Resort Hotel - Kolkata,0,6,2024,January,2,10,0,1,1
Resort Hotel - Bangalore,0,6,2024,November,45,10,0,1,2
Resort Hotel - Kolkata,0,0,2024,June,25,18,2,3,2
Resort Hotel - Mumbai,0,14,2024,April,18,30,1,2,2
Resort Hotel - Ahmedabad,0,0,2024,February,6,7,1,2,2
Resort Hotel - Indore,0,0,2024,May,22,31,1,2,2
Resort Hotel - Ahmedabad,0,0,2024,May,19,6,0,1,2
Resort Hotel - Pune,0,10,2024,December,48,1,1,3,2
Resort Hotel - Bangalore,0,0,2024,December,51,21,0,1,2
Resort Hotel - Delhi,0,0,2024,August,34,21,0,1,2
Resort Hotel - Kolkata,0,10,2024,April,17,25,1,3,2
Resort Hotel - Kochi,0,0,2024,April,17,22,0,1,2
Resort Hotel - Kochi,0,6,2024,May,21,26,2,2,2
Resort Hotel - Lucknow,0,12,2024,May,21,25,0,1,2
Resort Hotel - Mumbai,0,0,2024,March,11,12,0,1,2
Resort Hotel - Goa,0,14,2024,July,30,22,1,2,2
Resort Hotel - Pune,0,14,2024,June,23,8,1,2,2
Resort Hotel - Bhopal,0,14,2024,April,16,16,1,2,2
Resort Hotel - Goa,0,3,2024,November,46,14,0,0,2
Resort Hotel - Kolkata,0,0,2024,December,52,28,0,0,1
Resort Hotel - Hyderabad,0,7,2024,January,4,28,0,1,1
Resort Hotel - Ahmedabad,0,0,2024,April,15,13,0,1,1
Resort Hotel - Hyderabad,0,0,2024,May,20,17,0,1,1
Resort Hotel - Kochi,0,0,2024,April,16,21,0,1,1
Resort Hotel - Kochi,0,0,2024,April,14,2,0,1,1
Resort Hotel - Chennai,0,0,2024,June,22,2,0,1,2
Resort Hotel - Pune,0,0,2024,July,29,19,0,1,1
Resort Hotel - Goa,0,0,2024,February,9,29,0,1,1
Resort Hotel - Chennai,0,0,2024,May,20,19,0,1,1
Resort Hotel - Indore,0,0,2024,December,52,26,0,1,1
Resort Hotel - Jaipur,0,0,2024,December,50,10,0,1,1
Resort Hotel - Jaipur,0,0,2024,February,8,19,1,3,2
Resort Hotel - Delhi,0,0,2024,April,15,11,0,1,1
Resort Hotel - Jaipur,0,42,2024,July,29,15,0,2,2
Resort Hotel - Kochi,0,0,2024,February,8,22,0,3,1
Resort Hotel - Mumbai,0,19,2024,August,33,18,2,3,2
Resort Hotel - Kochi,0,0,2024,January,1,1,0,3,1
Resort Hotel - Pune,0,0,2024,July,27,3,1,3,1
Resort Hotel - Chandigarh,0,2,2024,February,6,8,0,1,2
Resort Hotel - Chennai,0,0,2024,September,35,1,0,1,1
Resort Hotel - Lucknow,0,0,2024,January,5,31,1,3,1
Resort Hotel - Bhopal,0,0,2024,March,9,3,1,3,1
Resort Hotel - Chandigarh,0,32,2024,January,2,9,2,3,2
Resort Hotel - Indore,0,0,2024,March,10,5,0,1,2
Resort Hotel - Ahmedabad,0,35,2024,March,13,29,0,2,1
Resort Hotel - Indore,0,8,2024,April,16,20,0,1,1
Resort Hotel - Chennai,0,8,2024,October,42,18,0,1,1
Resort Hotel - Kolkata,0,8,2024,May,19,9,0,1,1
Resort Hotel - Goa,0,8,2024,September,38,19,0,1,1
Resort Hotel - Pune,0,0,2024,March,11,11,0,1,2
Resort Hotel - Kolkata,0,5,2024,May,21,20,1,3,2
